Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,FirstTeamAllPro,SelectedToProBowl,Passing_Cmp_pass,Passing_Att_pass,Air Yards_IAY,Air Yards_IAY/PA,Air Yards_CAY,Air Yards_CAY/Cmp,Air Yards_CAY/PA,Air Yards_YAC,Air Yards_YAC/Cmp,Accuracy_Bats,Accuracy_ThAwy,Accuracy_Spikes,Accuracy_Drops,Accuracy_Drop%,Accuracy_BadTh,Accuracy_Bad%,Accuracy_OnTgt,Accuracy_OnTgt%,Pressure_PktTime,Pressure_Bltz,Pressure_Hrry,Pressure_Hits,Pressure_Prss,Pressure_Prss%,Pressure_Scrm,Pressure_Yds/Scr,RPO_Plays,RPO_Yds,RPO_PassAtt,RPO_PassYds,RPO_RushAtt,RPO_RushYds,PlayAction_PassAtt,PlayAction_PassYds,Rushing_Att_rush,Rushing_Yds_rush,Rushing_1D,Rushing_YBC,Rushing_YBC/Att,Rushing_YAC,Rushing_YAC/Att,Rushing_BrkTkl,Rushing_Att/Br,Receiving_Tgt_rec,Receiving_Rec_rec,Receiving_Yds_rec,Receiving_1D,Receiving_YBC,Receiving_YBC/R,Receiving_YAC,Receiving_YAC/R,Receiving_ADOT,Receiving_BrkTkl,Receiving_Rec/Br,Receiving_Drop,Receiving_Drop%,Receiving_Int,Receiving_Rat,Awards,Year
276,Chris Brooks,GNB,RB,24,15,0,0,0,0,0,0,36,183,5.08,1,13,11,69,6.27,0,0,0,1,,,31,42.2,45.2,36.7,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,183.0,12.0,74.0,2.1,109.0,3.0,6.0,6.0,13.0,11.0,69.0,2.0,-26.0,-2.4,95.0,8.6,-1.7,1.0,11.0,1.0,7.7,0.0,88.8,,2024
277,Joshua Dobbs,SFO,QB,29,2,1,32,47,361,2,2,9,24,2.67,2,0,0,0,,0,2,1,2,,,31,30.8,36.8,32.8,,48,,,,32.0,47.0,367.0,7.8,260.0,8.1,5.5,101.0,3.2,0.0,0.0,1.0,1.0,2.2,9.0,19.6,34.0,73.9,2.2,10.0,6.0,2.0,10.0,18.9,4.0,5.8,6.0,31.0,3.0,25.0,2.0,6.0,3.0,36.0,9.0,24.0,2.0,18.0,2.0,6.0,0.7,1.0,9.0,,,,,,,,,,,,,,,,,2024
278,John Metchie,HOU,WR,24,13,3,0,0,0,0,0,0,0,,0,37,24,254,10.58,1,1,0,1,,,31,55.4,58.4,43.4,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,24.0,254.0,11.0,185.0,7.7,69.0,2.9,9.0,0.0,,0.0,0.0,1.0,82.5,,2024
279,Adonai Mitchell,IND,WR,22,17,7,1,1,24,0,0,4,6,1.50,0,55,23,312,13.57,0,2,1,0,,,31,53.8,57.8,42.3,,114,,,,1.0,1.0,-6.0,-6.0,-6.0,-6.0,-6.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,2.0,0.5,4.0,1.0,0.0,,55.0,23.0,312.0,16.0,211.0,9.2,101.0,4.4,14.1,0.0,,4.0,7.3,0.0,60.6,,2024
280,Chris Rodriguez,WAS,RB,24,9,0,0,0,0,0,0,35,173,4.94,2,1,1,12,12.00,0,0,0,2,,,31,31.5,34.5,31.0,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,173.0,10.0,62.0,1.8,111.0,3.2,1.0,35.0,1.0,1.0,12.0,1.0,1.0,1.0,11.0,11.0,1.0,0.0,,0.0,0.0,0.0,116.7,,2024
281,Adam Trautman,DEN,TE,27,17,14,0,0,0,0,0,0,0,,0,22,13,188,14.46,2,0,0,2,,,31,43.8,46.8,37.3,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,13.0,188.0,8.0,90.0,6.9,98.0,7.5,5.5,0.0,,1.0,4.5,0.0,117.2,,2024
282,DJ Turner,LVR,WR,27,12,6,0,0,0,0,0,5,33,6.60,1,29,16,158,9.88,1,1,0,2,,,31,47.1,50.1,39.1,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,33.0,1.0,10.0,2.0,23.0,4.6,2.0,2.5,29.0,16.0,158.0,9.0,75.0,4.7,83.0,5.2,8.8,2.0,8.0,1.0,3.4,2.0,53.5,,2024
283,Jordan Whittington,LAR,WR,24,15,3,0,0,0,0,0,2,12,6.00,0,28,22,293,13.32,0,0,0,0,,,31,52.5,55.5,41.5,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,2.0,9.0,4.5,3.0,1.5,1.0,2.0,28.0,22.0,293.0,14.0,90.0,4.1,203.0,9.2,3.8,1.0,22.0,0.0,0.0,0.0,110.3,,2024
284,Nate Adkins,DEN,TE,25,17,10,0,0,0,0,0,0,0,,0,15,14,115,8.21,3,0,0,3,,,30,43.5,46.5,36.5,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,14.0,115.0,6.0,39.0,2.8,76.0,5.4,4.1,1.0,14.0,0.0,0.0,0.0,138.2,,2024
285,Hassan Haskins,LAC,RB,25,17,0,0,0,0,0,0,34,89,2.62,2,3,3,49,16.33,1,1,1,3,,,30,32.8,33.8,31.3,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,89.0,13.0,39.0,1.1,50.0,1.5,0.0,,3.0,3.0,49.0,2.0,7.0,2.3,42.0,14.0,2.3,0.0,,0.0,0.0,0.0,158.3,,2024
286,Luke Schoonmaker,DAL,TE,26,17,6,0,0,0,0,0,0,0,,0,36,27,241,8.93,1,0,0,1,,,30,57.1,60.1,43.6,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,27.0,241.0,11.0,144.0,5.3,97.0,3.6,5.5,0.0,,0.0,0.0,0.0,101.7,,2024
287,Cedrick Wilson Jr.,NOR,WR,29,15,4,1,1,21,1,0,0,0,,0,27,20,211,10.55,1,1,1,1,,,30,49.9,53.9,39.9,,116,,,,1.0,1.0,20.0,20.0,20.0,20.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.1,0.0,1.0,0.0,2.0,100.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,27.0,20.0,211.0,8.0,122.0,6.1,89.0,4.5,7.3,1.0,20.0,3.0,11.1,1.0,93.3,,2024
288,Elijah Higgins,ARI,TE,24,17,6,0,0,0,0,0,0,0,,0,24,20,172,8.60,2,0,0,2,,,29,49.2,52.2,39.2,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,20.0,172.0,10.0,82.0,4.1,90.0,4.5,4.5,3.0,6.7,1.0,4.2,0.0,124.3,,2024
289,Tanner McKee,PHI,QB,24,2,1,30,45,323,4,0,5,-1,-0.20,0,0,0,0,,0,0,0,0,,,29,28.8,31.8,28.8,,49,,,,30.0,45.0,296.0,6.6,185.0,6.2,4.1,138.0,4.6,1.0,0.0,0.0,0.0,0.0,9.0,20.0,30.0,66.7,2.3,17.0,0.0,5.0,7.0,14.9,0.0,,6.0,58.0,6.0,58.0,0.0,0.0,12.0,97.0,5.0,-1.0,1.0,-3.0,-0.6,2.0,0.4,0.0,,,,,,,,,,,,,,,,,,2024
290,Malik Washington,MIA,WR,23,14,3,0,0,0,0,0,5,25,5.00,1,36,26,223,8.58,0,1,1,1,,,29,54.8,58.8,41.8,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,25.0,1.0,11.0,2.2,14.0,2.8,1.0,5.0,36.0,26.0,223.0,13.0,100.0,3.8,123.0,4.7,5.4,1.0,26.0,2.0,5.6,0.0,88.1,,2024
291,Kimani Vidal,LAC,RB,23,10,0,0,0,0,0,0,43,155,3.60,0,9,5,62,12.40,1,1,0,1,,,28,32.7,35.7,30.2,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,155.0,7.0,83.0,1.9,72.0,1.7,3.0,14.3,9.0,5.0,62.0,2.0,25.0,5.0,37.0,7.4,5.3,0.0,,3.0,33.3,0.0,114.1,,2024
292,Jamaal Williams,NOR,RB,29,14,1,0,0,0,0,0,48,164,3.42,1,11,9,57,6.33,0,0,0,1,,,28,37.1,40.1,32.6,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,164.0,11.0,92.0,1.9,72.0,1.5,0.0,,11.0,9.0,57.0,3.0,4.0,0.4,53.0,5.9,-1.3,0.0,,0.0,0.0,0.0,88.3,,2024
293,Blake Corum,LAR,RB,24,17,1,0,0,0,0,0,58,207,3.57,0,8,7,58,8.29,0,0,0,0,,,27,33.5,36.5,30.0,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,207.0,12.0,122.0,2.1,85.0,1.5,0.0,,8.0,7.0,58.0,5.0,-7.0,-1.0,65.0,9.3,-0.6,1.0,7.0,1.0,12.5,0.0,96.9,,2024
294,Derius Davis,LAC,WR,24,15,2,0,0,0,0,0,12,39,3.25,0,17,13,112,8.62,2,3,0,2,,,27,40.1,43.1,33.6,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,39.0,2.0,22.0,1.8,17.0,1.4,0.0,,17.0,13.0,112.0,5.0,-7.0,-0.5,119.0,9.2,3.8,1.0,13.0,0.0,0.0,0.0,132.5,,2024
295,D'Onta Foreman,CLE,RB,28,11,3,0,0,0,0,0,71,232,3.27,0,8,6,54,9.00,0,2,1,0,,,27,32.6,36.6,29.6,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,232.0,10.0,131.0,1.8,101.0,1.4,0.0,,8.0,6.0,54.0,1.0,6.0,1.0,48.0,8.0,0.9,1.0,6.0,2.0,25.0,0.0,92.7,,2024
296,Patrick Taylor,SFO,RB,26,13,1,0,0,0,0,0,39,183,4.69,1,11,3,25,8.33,0,0,0,1,,,27,29.8,32.8,28.3,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,183.0,11.0,89.0,2.3,94.0,2.4,0.0,,11.0,3.0,25.0,2.0,6.0,2.0,19.0,6.3,3.1,0.0,,2.0,18.2,0.0,39.6,,2024
297,Johnny Mundt,MIN,TE,30,17,3,0,0,0,0,0,0,0,,0,27,19,142,7.47,2,0,0,2,,,26,45.2,48.2,35.7,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,19.0,142.0,8.0,59.0,3.1,83.0,4.4,4.1,2.0,9.5,2.0,7.4,0.0,107.3,,2024
298,Cordarrelle Patterson,PIT,RB,33,13,1,0,0,0,0,0,32,135,4.22,0,14,12,80,6.67,1,1,1,1,,,26,37.5,41.5,31.5,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,135.0,7.0,46.0,1.4,89.0,2.8,3.0,10.7,14.0,12.0,80.0,5.0,24.0,2.0,56.0,4.7,3.0,1.0,12.0,0.0,0.0,1.0,84.5,,2024
299,Darnell Washington,PIT,TE,23,17,9,0,0,0,0,0,0,0,,0,25,19,200,10.53,1,0,0,1,,,26,45.0,48.0,35.5,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,19.0,200.0,9.0,74.0,3.9,126.0,6.6,4.3,2.0,9.5,0.0,0.0,1.0,95.4,,2024
300,Michael Carter,ARI,RB,25,3,1,0,0,0,0,0,35,131,3.74,1,11,11,57,5.18,0,0,0,1,,,25,35.8,38.8,30.3,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,131.0,9.0,81.0,2.3,50.0,1.4,1.0,35.0,11.0,11.0,57.0,2.0,-16.0,-1.5,73.0,6.6,-1.5,2.0,5.5,0.0,0.0,0.0,88.3,,2024
301,KhaDarel Hodge,ATL,WR,29,17,2,0,0,0,0,0,0,0,,0,12,7,131,18.71,1,0,0,2,,,25,32.1,35.1,28.6,,121,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,7.0,131.0,6.0,42.0,6.0,89.0,12.7,10.8,0.0,,1.0,8.3,0.0,124.0,PB,2024
302,Ryan Miller,TAM,WR,24,11,3,0,0,0,0,0,0,0,,0,20,12,128,10.67,2,0,0,2,,,25,36.8,39.8,30.8,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,12.0,128.0,7.0,73.0,6.1,55.0,4.6,8.8,0.0,,2.0,10.0,1.0,91.2,,2024
303,Kenny Pickett,PHI,QB,26,5,1,25,42,291,2,1,9,15,1.67,1,0,0,0,,0,1,0,1,,,25,25.1,26.1,26.1,,50,,,,25.0,42.0,355.0,8.5,234.0,9.4,5.6,57.0,2.3,2.0,2.0,0.0,1.0,2.5,6.0,15.0,26.0,65.0,2.4,23.0,2.0,6.0,12.0,24.5,3.0,4.3,6.0,45.0,5.0,45.0,0.0,0.0,6.0,5.0,9.0,15.0,3.0,11.0,1.2,4.0,0.4,0.0,,,,,,,,,,,,,,,,,,2024
304,Josh Reynolds,2TM,WR,29,9,2,0,0,0,0,0,0,0,,0,24,13,194,14.92,1,0,0,1,,,25,38.4,41.4,31.9,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,13.0,194.0,8.0,159.0,12.2,35.0,2.7,11.0,0.0,,0.0,0.0,0.0,94.8,,2024
305,Tylan Wallace,BAL,WR,25,17,0,0,0,0,0,0,0,0,,0,12,11,193,17.55,1,1,0,1,,,25,36.3,39.3,30.8,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,11.0,193.0,5.0,65.0,5.9,128.0,11.6,6.1,1.0,11.0,1.0,8.3,0.0,146.5,,2024
306,Jalen Brooks,DAL,WR,24,14,1,0,0,0,0,0,0,0,,0,30,12,177,14.75,1,0,0,1,,,24,35.7,38.7,29.7,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,12.0,177.0,8.0,140.0,11.7,37.0,3.1,13.5,1.0,12.0,1.0,3.3,2.0,43.3,,2024
307,Payne Durham,TAM,TE,24,16,6,0,0,0,0,0,0,0,,0,14,11,115,10.45,2,1,0,2,,,24,34.5,37.5,29.0,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,11.0,115.0,5.0,91.0,8.3,24.0,2.2,8.9,0.0,,0.0,0.0,0.0,140.5,,2024
308,D'Ernest Johnson,JAX,RB,28,14,1,0,0,0,0,0,32,143,4.47,0,19,12,96,8.00,0,0,0,0,,,24,35.9,38.9,29.9,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,143.0,7.0,79.0,2.5,64.0,2.0,0.0,,19.0,12.0,96.0,3.0,-5.0,-0.4,101.0,8.4,0.4,0.0,,0.0,0.0,1.0,53.8,,2024
309,Kendre Miller,NOR,RB,22,6,2,0,0,0,0,0,39,148,3.79,1,8,5,33,6.60,0,0,0,1,,,24,29.1,32.1,26.6,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,148.0,11.0,55.0,1.4,93.0,2.4,6.0,6.5,8.0,5.0,33.0,2.0,0.0,0.0,33.0,6.6,0.4,0.0,,2.0,25.0,0.0,71.4,,2024
310,Jaylen Wright,MIA,RB,21,15,1,0,0,0,0,0,68,249,3.66,0,6,3,8,2.67,0,1,1,0,,,24,26.7,30.7,25.2,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,249.0,11.0,126.0,1.9,123.0,1.8,3.0,22.7,6.0,3.0,8.0,1.0,0.0,0.0,8.0,2.7,-1.0,1.0,3.0,1.0,16.7,0.0,56.2,,2024
311,Jahan Dotson,PHI,WR,24,17,6,0,0,0,0,0,1,13,13.00,0,33,19,216,11.37,0,0,0,0,,,23,41.9,44.9,32.4,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,1.0,13.0,13.0,0.0,0.0,0.0,,33.0,19.0,216.0,12.0,144.0,7.6,72.0,3.8,9.9,0.0,,0.0,0.0,0.0,77.3,,2024
312,Trey Palmer,TAM,WR,23,15,3,0,0,0,0,0,0,0,,0,22,12,172,14.33,1,1,0,1,,,23,35.2,38.2,29.2,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,12.0,172.0,7.0,130.0,10.8,42.0,3.5,14.5,0.0,,1.0,4.5,0.0,95.3,,2024
313,Zamir White,LVR,RB,25,8,5,0,0,0,0,0,65,183,2.82,1,8,6,30,5.00,0,2,2,1,,,23,29.3,34.3,26.3,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,183.0,4.0,93.0,1.4,90.0,1.4,4.0,16.3,8.0,6.0,30.0,2.0,-20.0,-3.3,50.0,8.3,-3.1,2.0,3.0,1.0,12.5,0.0,80.2,,2024
314,Ty Chandler,MIN,RB,26,17,0,0,0,0,0,0,56,182,3.25,0,6,6,42,7.00,0,0,0,0,,,22,28.4,31.4,25.4,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,182.0,9.0,128.0,2.3,54.0,1.0,0.0,,6.0,6.0,42.0,2.0,-11.0,-1.8,53.0,8.8,-1.8,0.0,,0.0,0.0,0.0,95.8,,2024
315,Malik Heath,GNB,WR,24,13,1,0,0,0,0,0,0,0,,0,13,10,97,9.70,2,0,0,2,,,22,31.7,31.7,26.7,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,10.0,97.0,5.0,74.0,7.4,23.0,2.3,6.5,0.0,,0.0,0.0,0.0,136.9,,2024
316,Khalil Herbert,2TM,RB,26,14,1,0,0,0,0,0,36,130,3.61,1,11,10,25,2.50,0,1,0,1,,,22,31.5,34.5,26.5,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,130.0,10.0,74.0,2.1,56.0,1.6,0.0,,11.0,10.0,25.0,0.0,-19.0,-1.9,44.0,4.4,-2.1,0.0,,1.0,9.1,0.0,79.2,,2024
317,Desmond Ridder,LVR,QB,25,6,1,52,85,458,2,2,9,36,4.00,0,0,0,0,,0,3,2,0,,,22,21.9,28.9,23.9,,51,,,,52.0,85.0,687.0,8.1,257.0,4.9,3.0,201.0,3.9,1.0,4.0,1.0,2.0,2.5,15.0,18.8,55.0,68.8,2.2,21.0,6.0,9.0,25.0,24.8,6.0,5.8,8.0,19.0,6.0,18.0,2.0,1.0,4.0,19.0,9.0,36.0,2.0,22.0,2.4,14.0,1.6,0.0,,,,,,,,,,,,,,,,,,2024
318,Brock Wright,DET,TE,26,17,8,0,0,0,0,0,0,0,,0,16,13,100,7.69,2,0,0,2,,,22,35.0,38.0,28.5,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,13.0,100.0,7.0,25.0,1.9,75.0,5.8,5.1,1.0,13.0,0.0,0.0,1.0,106.2,,2024
319,Mo Alie-Cox,IND,TE,31,17,13,0,0,0,0,0,0,0,,0,22,12,147,12.25,1,0,0,1,,,21,32.7,35.7,26.7,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,12.0,147.0,7.0,98.0,8.2,49.0,4.1,9.6,0.0,,1.0,4.5,1.0,71.6,,2024
320,Mecole Hardman,KAN,WR,26,12,0,0,0,0,0,0,5,62,12.40,1,14,12,90,7.50,0,0,0,1,,,21,33.2,33.2,27.2,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,62.0,2.0,45.0,9.0,17.0,3.4,2.0,2.5,14.0,12.0,90.0,6.0,-9.0,-0.8,99.0,8.3,-1.0,0.0,,0.0,0.0,0.0,93.5,,2024
321,Sincere McCormick,LVR,RB,24,5,2,0,0,0,0,0,39,183,4.69,0,7,6,29,4.83,0,0,0,0,,,21,27.2,30.2,24.2,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,183.0,10.0,90.0,2.3,93.0,2.4,5.0,7.8,7.0,6.0,29.0,2.0,0.0,0.0,29.0,4.8,0.4,0.0,,0.0,0.0,0.0,83.9,,2024
322,Ja'Lynn Polk,NWE,WR,22,15,7,0,0,0,0,0,1,0,0.00,0,33,12,87,7.25,2,0,0,2,,,21,32.7,32.7,26.7,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.0,12.0,87.0,4.0,74.0,6.2,13.0,1.1,11.5,0.0,,4.0,12.1,1.0,52.5,,2024
323,Pierre Strong,CLE,RB,26,14,0,0,0,0,0,0,26,108,4.15,0,22,14,104,7.43,0,0,0,0,,,21,35.2,41.2,28.2,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,108.0,6.0,69.0,2.7,39.0,1.5,0.0,,22.0,14.0,104.0,3.0,-19.0,-1.4,123.0,8.8,0.3,2.0,7.0,2.0,9.1,0.0,74.8,,2024
324,Jimmy Garoppolo,LAR,QB,33,1,1,27,41,334,2,1,2,5,2.50,0,0,0,0,,0,0,0,0,,,20,19.9,23.9,20.9,,53,,,,27.0,41.0,221.0,5.4,102.0,3.8,2.5,232.0,8.6,0.0,1.0,0.0,0.0,0.0,8.0,20.0,27.0,67.5,2.2,13.0,0.0,5.0,8.0,17.8,1.0,5.0,7.0,36.0,7.0,36.0,0.0,0.0,16.0,139.0,2.0,5.0,0.0,5.0,2.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,2024
325,Tanner Hudson,CIN,TE,30,11,0,0,0,0,0,0,1,1,1.00,0,23,19,154,8.11,1,1,1,1,,,20,38.5,42.5,29.0,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,23.0,19.0,154.0,9.0,57.0,3.0,97.0,5.1,4.3,0.0,,1.0,4.3,0.0,109.1,,2024
326,Dante Pettis,NOR,WR,29,8,0,0,0,0,0,0,0,0,,0,28,12,120,10.00,1,0,0,1,1,,20,32.0,35.0,26.0,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,12.0,120.0,8.0,84.0,7.0,36.0,3.0,10.1,2.0,6.0,1.0,3.6,0.0,67.6,,2024
327,Tyrod Taylor,NYJ,QB,35,2,0,17,22,119,3,0,3,13,4.33,0,0,0,0,,0,1,0,0,,1,20,20.1,20.1,20.1,,52,,,,17.0,22.0,88.0,4.0,51.0,3.0,2.3,68.0,4.0,0.0,1.0,0.0,1.0,4.8,2.0,9.5,19.0,90.5,2.0,4.0,3.0,2.0,5.0,20.8,2.0,6.5,1.0,6.0,1.0,6.0,0.0,0.0,1.0,3.0,3.0,13.0,0.0,8.0,2.7,5.0,1.7,1.0,3.0,,,,,,,,,,,,,,,,,2024
328,Michael Burton,DEN,FB,32,17,2,0,0,0,0,0,7,8,1.14,1,10,10,65,6.50,1,0,0,2,,,19,29.3,29.3,24.3,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,3.0,3.0,0.4,5.0,0.7,0.0,,10.0,10.0,65.0,3.0,24.0,2.4,41.0,4.1,2.4,0.0,,0.0,0.0,0.0,127.1,,2024
329,Jamycal Hasty,NWE,RB,28,15,0,0,0,0,0,0,20,69,3.45,0,12,10,59,5.90,1,0,0,1,,,19,28.8,28.8,23.8,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,69.0,4.0,38.0,1.9,31.0,1.6,0.0,,12.0,10.0,59.0,2.0,-13.0,-1.3,72.0,7.2,-1.3,1.0,10.0,0.0,0.0,0.0,114.9,,2024
330,Tyler Higbee,LAR,TE,31,3,3,0,0,0,0,0,0,0,,0,12,8,66,8.25,2,0,0,2,,,19,26.6,26.6,22.6,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,8.0,66.0,5.0,18.0,2.3,48.0,6.0,2.2,0.0,,0.0,0.0,0.0,120.1,,2024
331,Charlie Kolar,BAL,TE,25,13,3,0,0,0,0,0,1,2,2.00,0,11,9,131,14.56,1,0,0,1,,,19,28.3,31.3,23.8,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,,11.0,9.0,131.0,4.0,55.0,6.1,76.0,8.4,6.0,0.0,,0.0,0.0,0.0,146.6,,2024
332,Kenny McIntosh,SEA,RB,24,17,0,0,0,0,0,0,31,172,5.55,0,4,3,22,7.33,0,0,0,0,,,19,22.4,25.4,20.9,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,172.0,8.0,97.0,3.1,75.0,2.4,5.0,6.2,4.0,3.0,22.0,1.0,5.0,1.7,17.0,5.7,1.3,0.0,,0.0,0.0,0.0,87.5,,2024
333,Joe Milton,NWE,QB,24,1,0,22,29,241,1,0,10,16,1.60,1,0,0,0,,0,1,1,1,,,19,19.2,20.2,19.2,,54,,,,22.0,29.0,256.0,8.8,169.0,7.7,5.8,72.0,3.3,0.0,2.0,0.0,1.0,3.7,2.0,7.4,25.0,92.6,2.5,7.0,4.0,2.0,6.0,19.4,2.0,6.5,7.0,61.0,5.0,56.0,2.0,5.0,2.0,27.0,10.0,16.0,4.0,2.0,0.2,14.0,1.4,0.0,,,,,,,,,,,,,,,,,,2024
334,Stone Smartt,LAC,TE,26,15,2,0,0,0,0,0,0,0,,0,19,16,208,13.00,0,1,1,0,,,19,34.8,38.8,26.8,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,16.0,208.0,11.0,142.0,8.9,66.0,4.1,10.1,0.0,,2.0,10.5,0.0,112.3,,2024
335,Cade Stover,HOU,TE,24,15,9,0,0,0,0,0,0,0,,0,22,15,133,8.87,1,0,0,1,,,19,34.3,37.3,26.8,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,15.0,133.0,5.0,39.0,2.6,94.0,6.3,5.4,2.0,7.5,1.0,4.5,0.0,99.2,,2024
